"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Well_Tag_ID","Field_Collection_Type","Field_Collector","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Date_Accuracy","Field_Collection_Comment","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_Source","Water_Level_Parameter_Name","Water_Level_Value","Water_Level_Value_Units","Water_Level_Qualifier","Water_Level_Qualifier_Description","Water_Level_Accuracy","Water_Level_Method","Water_Level_Method_Description","Water_Level_Comment","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Well_Water_Level_Measuring_Point_or_TOC_Elevation_NAVD88_FT","Well_Water_Level_Measuring_Point_or_TOC_Height","Well_Water_Level_Measuring_Point_or_TOC_Height_Units","Calculated_Water_Level_Elevation_NAVD88_FT","Calculated_Water_Level_Elevation_Accuracy_FT","Calculated_Water_Level_Depth_Below_Land_Surface_FT","Study_ID_Alias","EIM_Data_Entry_Review_Status","Result_Suspect_Or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Record_Created_On","Result_System_ID"
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-05","SW-05","VCCE0442 MONITORING WELL SW-05","","Measurement","Consultant, Professional","01/06/2016",11:50:00,"01/06/2016 11:50:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.55","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558600009423,-119.90179,,805.86,,"",787.31,"",,"","Reviewed","","","",6/16/2016 1:57:18 PM,204243429
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-05","RW-05","VCCE0442 MONITORING WELL RW-05","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.29","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556200009423,-119.90205,,812.4,,"",795.11,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497229
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_7","KMW_7","FS469_KMW_7","","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.4","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.58505,-120.540583333333,,1091.96,,"",1080.56,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703534
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-04","RW-04","VCCE0442 MONITORING WELL RW-04","","Measurement","Consultant, Professional","11/21/2017",11:05:00,"11/21/2017 11:05:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.21","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558500009423,-119.90147,,812.33,,"",793.12,"",,"","Reviewed","","","",1/11/2018 5:02:02 PM,207066718
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-02","RW-02","VCCE0442 MONITORING WELL RW-02","","Measurement","Consultant, Professional","05/16/2017",11:43:00,"05/16/2017 11:43:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.11","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559200009423,-119.90174,,807.68,,"",788.57,"",,"","Reviewed","","","",7/10/2017 12:12:00 PM,206363759
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW-10","MW-10","FS469_MW-10","","Measurement","Consultant, Professional","05/09/2016",,"05/09/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.35","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5851226109535,-120.540755536279,,1092.11,,"",1079.76,"",,"","Not Reviewed","","","",5/31/2016 12:27:11 PM,204041427
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-11","MW-11","MW-11","","Measurement","Consultant, Professional","09/13/2016",11:15:00,"09/13/2016 11:15:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","3.9","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.5678363,-120.4905903,1003,,-0.33,"FT",998.77,"+/- 10 ft (3 m)",4.23,"","Not Reviewed","","","",12/5/2016 3:41:14 PM,205220846
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-05","RW-05","VCCE0442 MONITORING WELL RW-05","","Measurement","Consultant, Professional","05/16/2017",10:50:00,"05/16/2017 10:50:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.51","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556200009423,-119.90205,,812.4,,"",794.89,"",,"","Reviewed","","","",7/10/2017 12:12:00 PM,206363762
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-11","MW-11","MW-11","","Measurement","Consultant, Professional","06/05/2018",10:08:00,"06/05/2018 10:08:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.48","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.5678363,-120.4905903,1003,,-0.33,"FT",995.19,"+/- 10 ft (3 m)",7.81,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631737
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB741","LYV-MW-028","LYV-MW-028","BKB741","MEASUREMENT","WA Dept of Ecology","03/09/2022",10:01:00,"03/09/2022 10:01:00","","Field Replicate: LYV-QA-42","TOC1","Groundwater","Water level in well (depth below top of well casing)","39.07","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2746788976417,-119.905319888581,815.45,815.45,,"",776.38,"",,"","Not Reviewed","","","",4/29/2022 1:04:35 PM,215238511
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","09/07/2022",10:51:00,"09/07/2022 10:51:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.01","ft","","","Water level accurate to +/- 0.1ft","GWLMT","Groundwater level by electric tape measurement.","",46.56451699,-120.4897428,1000,,3,"FT",995.99,"+/- 10 ft (3 m)",4.01,"","Not Reviewed","","","",10/12/2022 10:54:55 AM,215795645
"AODE11193","Remedial Investigation for Comet Trailer Corp Site, Facility No. 503","AODE11193_MW9","AODE11193_MW9","Former Comet Trailer Area Five MW9","BIZ231","Measurement","Consultant, Professional","08/22/2016",07:20:00,"08/22/2016 07:20:00","M","","TOC1","Groundwater","Water level in well (depth below top of well casing)","6.72","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.6464731428657,-120.528825035675,,1097.86,,"",1091.14,"",,"","Reviewed","","","",3/6/2018 5:09:50 PM,207295754
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW_13","MW_13","FS469_MW_13","","Measurement","Consultant, Professional","11/06/2018",,"11/06/2018","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.6","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847055555556,-120.540158333333,,1091.88,,"",1078.28,"",,"","Not Reviewed","","","",12/17/2018 1:10:26 PM,208624163
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW9","MW9","VCCE0435-MW9","BJZ544","Measurement","Consultant, Professional","02/01/2018",14:50:00,"02/01/2018 14:50:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.95","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59241,-120.55706,,1175,,"",1162.05,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173287
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-10","MW-10","MW-10","","Measurement","Consultant, Professional","06/04/2019",09:59:00,"06/04/2019 09:59:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.76","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56890581,-120.4912126,1003,,-0.41,"FT",994.83,"+/- 10 ft (3 m)",8.17,"","Not Reviewed","","","",8/14/2019 10:18:49 AM,210312063
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW21","MW21","FS26981244-MW21","BLI549","Measurement","Consultant, Professional","05/15/2019",,"05/15/2019","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.14","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56762,-120.47276,,984,,"",973.86,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646784
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW12","MW12","FS26981244-MW12","BKL121","Measurement","Consultant, Professional","09/25/2018",,"09/25/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.93","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56809,-120.47377,,987,,"",978.07,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646771
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW_9","MW_9","FS469_MW_9","","Measurement","Consultant, Professional","11/06/2019",,"11/06/2019","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.92","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847083333333,-120.53995,,1091.48,,"",1077.56,"",,"","Not Reviewed","","","",5/7/2020 3:58:12 PM,211972275
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-1","MW-1","MW-1","","Measurement","Consultant, Professional","09/07/2022",12:00:00,"09/07/2022 12:00:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","9.81","ft","","","Water level accurate to +/- 0.1ft","GWLMT","Groundwater level by electric tape measurement.","",46.57044735,-120.492897,1008,,-0.56,"FT",997.63,"+/- 10 ft (3 m)",10.37,"","Not Reviewed","","","",10/12/2022 10:54:55 AM,215795641
"VCCE0441","Kellogs Korner, Midvale and Emerald Roads, Sunnyside, Washington. Voluntary Cleanup Program","CE0441-FMW-2","FMW-2","CE0441-FMW-2","BKX351","Measurement","Consultant, Professional","10/24/2017",,"10/24/2017","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.71","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3023610009422,-120.019708,,707.23,,"",694.52,"",,"","Not Reviewed","","","",8/27/2019 3:18:59 PM,210335443
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB736","LYV-MW-019","LYV-MW-019","BKB736","Measurement","WA Dept of Ecology","08/09/2021",10:05:00,"08/09/2021 10:05:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.92","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2727554845541,-120.030794809626,692.8,692.8,,"",675.88,"",,"","Not Reviewed","","","",2/4/2022 6:12:06 PM,215043155
"VCCE0475","Buena LUST site, Buena Labor Camp, Buena, WA","522-MW-17","MW-17","522-MW-17","BCL547","Measurement","Consultant, Professional","05/01/2019",11:28:00,"05/01/2019 11:28:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","4.78","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.4269770430027,-120.313175961402,790.68,,0.29,"FT",786.19,"Unknown",4.49,"BUENA LU, FS27377292, FS522","Reviewed","","","",8/8/2019 10:13:34 AM,210279871
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB726","LYV-MW-015","LYV-MW-015","BKB726","MEASUREMENT","WA Dept of Ecology","01/24/2022",11:09:00,"01/24/2022 11:09:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","57.26","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3600837894925,-120.037518829602,875.26,875.26,,"",818,"",,"","Not Reviewed","","","",4/29/2022 1:04:34 PM,215238415
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-05","SW-05","VCCE0442 MONITORING WELL SW-05","","Measurement","Consultant, Professional","08/16/2016",10:12:00,"08/16/2016 10:12:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.81","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558600009423,-119.90179,,805.86,,"",788.05,"",,"","Reviewed","","","",10/14/2016 11:10:27 AM,204897409
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-02","SW-02","VCCE0442 MONITORING WELL SW-02","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.2","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556900009423,-119.90187,,804.99,,"",787.79,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497234
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-04","MW-04","VCCE0442 MONITORING WELL MW-04","","Measurement","Consultant, Professional","11/21/2017",10:49:00,"11/21/2017 10:49:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.05","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559100009423,-119.9018,,807.18,,"",789.13,"",,"","Reviewed","","","",1/11/2018 5:02:01 PM,207066711
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-03","SW-03","VCCE0442 MONITORING WELL SW-03","","Measurement","Consultant, Professional","08/17/2017",11:13:00,"08/17/2017 11:13:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.24","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557900009423,-119.90187,,805.34,,"",789.1,"",,"","Reviewed","","","",9/18/2017 12:26:17 PM,206592954
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-02","MW-02","VCCE0442 MONITORING WELL MW-02","","Measurement","Consultant, Professional","11/21/2017",10:40:00,"11/21/2017 10:40:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.49","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559400009423,-119.90146,,808.21,,"",789.72,"",,"","Reviewed","","","",1/11/2018 5:02:01 PM,207066709
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW-10","MW-10","FS469_MW-10","","Measurement","Consultant, Professional","02/14/2017",,"02/14/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.71","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5851226109535,-120.540755536279,,1092.11,,"",1079.4,"",,"","Not Reviewed","","","",4/25/2017 10:21:42 AM,206002341
"VCCE0304","Jackpot 075, Yakima, WA","VCCE0304-MW10","MW10","VCCE0304_MW10","","Measurement","Consultant, Professional","03/16/2016",,"03/16/2016","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.06","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.608483,-120.530319,,1097.5,,"",1080.44,"",,"","Not Reviewed","","","",4/29/2016 1:30:47 PM,203883527
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-03","SW-03","VCCE0442 MONITORING WELL SW-03","","Measurement","Consultant, Professional","01/06/2016",11:55:00,"01/06/2016 11:55:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.21","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557900009423,-119.90187,,805.34,,"",787.13,"",,"","Reviewed","","","",6/16/2016 1:57:18 PM,204243427
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-06","MW-06","VCCE0442 MONITORING WELL MW-06","","Measurement","Consultant, Professional","02/13/2017",,"02/13/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.9","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556600009423,-119.90205,,805.25,,"",786.35,"",,"","Reviewed","","","",3/30/2017 2:40:08 PM,205911360
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB730","LYV-MW-021","LYV-MW-021","BKB730","MEASUREMENT","WA Dept of Ecology","04/12/2022",14:55:00,"04/12/2022 14:55:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.4","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2877156922476,-119.965731101725,719.17,719.17,,"",709.77,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104816
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW14","MW14","FS26981244-MW14","BKL120","Measurement","Consultant, Professional","08/22/2019",,"08/22/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.05","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56853,-120.47289,,986,,"",976.95,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643540
"VCCE0529","Hahn Motor Company","VCCE0529-MW6","VCCE0529-MW6","VCCE0529-MW6","","Measurement","Consultant, Professional","12/15/2022",12:15:00,"12/15/2022 12:15:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.9","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5878220009417,-120.497216,1040.06,1040.06,,"",1021.16,"",,"","Not Reviewed","","","",3/21/2023 8:04:07 AM,216850514
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","09/02/2020",10:57:00,"09/02/2020 10:57:00","D","","MP1","Groundwater","Water level in well (depth below top of well casing)","5.81","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",1000.19,"+/- 10 ft (3 m)",2.81,"","Not Reviewed","","","",12/10/2020 2:12:38 PM,213312095
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB739","LYV-MW-004","LYV-MW-004","BKB739","Measurement","WA Dept of Ecology","07/29/2021",10:30:00,"07/29/2021 10:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","64.06","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4436310715373,-120.261693585906,1033.69,1033.69,,"",969.63,"",,"","Not Reviewed","","","",2/4/2022 5:55:40 PM,215043001
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_5","KMW_5","FS469_KMW_5","","Measurement","Consultant, Professional","11/01/2021",,"11/01/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.57","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5858,-120.539211111111,,1082.85,,"",1074.28,"",,"","Not Reviewed","","","",12/21/2021 1:38:28 PM,214943962
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-1","MW-1","MW-1","","Measurement","Consultant, Professional","03/07/2019",00:00:00,"03/07/2019 00:00:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","12.99","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.57044735,-120.492897,1008,,-0.56,"FT",994.45,"+/- 10 ft (3 m)",13.55,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631732
"FS20838","Monte De Sion Church","FS20838-1","GEI027-B1","FS20838_GEI027-B1","","Measurement","Consultant, Professional","05/26/2021",09:26:00,"05/26/2021 09:26:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","3.03","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.4293198723259,-120.313850420676,793,793,,"",789.97,"",,"","Not Reviewed","","","",8/2/2021 10:17:07 AM,214522366
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB756","LYV-MW-013","LYV-MW-013","BKB756","MEASUREMENT","WA Dept of Ecology","10/11/2021",13:55:00,"10/11/2021 13:55:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","27.46","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2732784818179,-120.057592914311,692.84,692.84,,"",665.38,"",,"","Not Reviewed","","","",2/6/2022 5:45:56 PM,215044046
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB748","LYV-MW-026","LYV-MW-026","BKB748","Measurement","WA Dept of Ecology","10/05/2021",16:02:00,"10/05/2021 16:02:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","48.4","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3163896997267,-119.911386198591,965.66,965.66,,"",917.26,"",,"","Not Reviewed","","","",2/6/2022 5:45:25 PM,215043944
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","09/07/2022",10:43:00,"09/07/2022 10:43:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.8","ft","","","Water level accurate to +/- 0.1ft","GWLMT","Groundwater level by electric tape measurement.","",46.56672251,-120.4904509,1003,,3,"FT",999.2,"+/- 10 ft (3 m)",3.8,"","Not Reviewed","","","",10/12/2022 10:54:55 AM,215795644
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW10","MW10","FS26981244-MW10","BKY186","Measurement","Consultant, Professional","11/21/2017",,"11/21/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.15","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56854,-120.47342,,987,,"",977.85,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646758
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB729","LYV-MW-027","LYV-MW-027","BKB729","MEASUREMENT","WA Dept of Ecology","04/19/2022",13:53:00,"04/19/2022 13:53:00","","Well observed dry upon arrival; No field readings taken; No Sample Taken; Depth shown is depth to bottom of well casing","TOC1","Groundwater","Water level in well (depth below top of well casing)","27.17","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3021683983892,-119.915387996216,938.05,938.05,,"",910.88,"",,"","Not Reviewed","","","",11/3/2022 2:00:52 PM,216104920
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW4","MW4","FS26981244-MW4","BKY192","Measurement","Consultant, Professional","05/15/2019",,"05/15/2019","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.76","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.568,-120.47268,,984,,"",973.24,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646806
"CD1906","Bay Chemical, Yakima, WA","CD1906-PZ-1","PZ-1","PZ-1","","Measurement","Consultant, Professional","03/09/2021",11:15:00,"03/09/2021 11:15:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","9.72","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56355066,-120.4869854,998,,3,"FT",991.28,"+/- 10 ft (3 m)",6.72,"","Not Reviewed","","","",4/22/2021 2:56:34 PM,213841331
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","PS-MW-9","LYV-PS-031","LYV-PS-031","","MEASUREMENT","WA Dept of Ecology","10/11/2021",09:36:00,"10/11/2021 09:36:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.49","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.29685,-120.01658,703,,1.5,"FT",697.01,"+/- 3 ft (1 m)",5.99,"","Not Reviewed","","","",2/6/2022 5:45:57 PM,215044130
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW7","MW7","VCCE0435-MW7","","Measurement","Consultant, Professional","02/01/2018",14:25:00,"02/01/2018 14:25:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.34","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59241,-120.55673,,1176,,"",1167.66,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173285
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_6","KMW_6","FS469_KMW_6","","Measurement","Consultant, Professional","05/03/2021",,"05/03/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.44","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847777777778,-120.539388888889,,1083.58,,"",1074.14,"",,"","Not Reviewed","","","",6/3/2021 9:33:34 AM,214158912
"VCCE0441","Kellogs Korner, Midvale and Emerald Roads, Sunnyside, Washington. Voluntary Cleanup Program","CE0441-FMW-3","FMW-3","CE0441-FMW-3","BKX350","Measurement","Consultant, Professional","10/24/2017",,"10/24/2017","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.22","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3022390009422,-120.019666,,705.85,,"",692.63,"",,"","Not Reviewed","","","",8/27/2019 3:18:59 PM,210335444
"CD1906","Bay Chemical, Yakima, WA","CD1906-PZ-1","PZ-1","PZ-1","","Measurement","Consultant, Professional","06/05/2018",09:32:00,"06/05/2018 09:32:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","9.84","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56355066,-120.4869854,998,,3,"FT",991.16,"+/- 10 ft (3 m)",6.84,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631749
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-10","MW-10","MW-10","","Measurement","Consultant, Professional","03/10/2016",,"03/10/2016","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.11","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56890581,-120.4912126,1003,,-0.41,"FT",995.48,"+/- 10 ft (3 m)",7.52,"","Not Reviewed","","","",5/9/2016 2:34:03 PM,203896340
