"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Well_Tag_ID","Field_Collection_Type","Field_Collector","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Date_Accuracy","Field_Collection_Comment","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_Source","Water_Level_Parameter_Name","Water_Level_Value","Water_Level_Value_Units","Water_Level_Qualifier","Water_Level_Qualifier_Description","Water_Level_Accuracy","Water_Level_Method","Water_Level_Method_Description","Water_Level_Comment","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Well_Water_Level_Measuring_Point_or_TOC_Elevation_NAVD88_FT","Well_Water_Level_Measuring_Point_or_TOC_Height","Well_Water_Level_Measuring_Point_or_TOC_Height_Units","Calculated_Water_Level_Elevation_NAVD88_FT","Calculated_Water_Level_Elevation_Accuracy_FT","Calculated_Water_Level_Depth_Below_Land_Surface_FT","Study_ID_Alias","EIM_Data_Entry_Review_Status","Result_Suspect_Or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Record_Created_On","Result_System_ID"
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-06","SW-06","VCCE0442 MONITORING WELL SW-06","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.28","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557100009423,-119.90204,,805.23,,"",787.95,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497238
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_5","KMW_5","FS469_KMW_5","","Measurement","Consultant, Professional","02/14/2017",,"02/14/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.95","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5858,-120.539211111111,,1082.85,,"",1073.9,"",,"","Not Reviewed","","","",4/25/2017 10:21:42 AM,206002339
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW-11","MW-11","FS469_MW-11","","Measurement","Consultant, Professional","11/07/2016",,"11/07/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.7","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5849228003972,-120.540440734127,,1091.68,,"",1078.98,"",,"","Not Reviewed","","","",12/28/2016 10:21:30 AM,205239619
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","06/04/2019",09:50:00,"06/04/2019 09:50:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.84","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",995.16,"+/- 10 ft (3 m)",4.84,"","Not Reviewed","","","",8/14/2019 10:18:49 AM,210312066
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW6","MW6","FS26981244-MW6","BKY188","Measurement","Consultant, Professional","08/22/2019",,"08/22/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.84","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56822,-120.47261,,985,,"",975.16,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643530
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW6","MW6","FS26981244-MW6","BKY188","Measurement","Consultant, Professional","02/21/2018",,"02/21/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.71","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56822,-120.47261,,985,,"",974.29,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646818
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW8","MW8","FS26981244-MW8","BKY187","Measurement","Consultant, Professional","11/21/2017",,"11/21/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.3","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5684,-120.47271,,985,,"",974.7,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:10 AM,211646832
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB726","LYV-MW-015","LYV-MW-015","BKB726","MEASUREMENT","WA Dept of Ecology","10/13/2021",11:21:00,"10/13/2021 11:21:00","","Field Replicate: LYV-QA-09","TOC1","Groundwater","Water level in well (depth below top of well casing)","56.62","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3600837894925,-120.037518829602,875.26,875.26,,"",818.64,"",,"","Not Reviewed","","","",2/6/2022 5:45:58 PM,215044148
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB725","LYV-MW-014","LYV-MW-014","BKB725","MEASUREMENT","WA Dept of Ecology","10/11/2021",15:08:00,"10/11/2021 15:08:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","15.70","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3145872851004,-120.051626922187,797.18,797.18,,"",781.48,"",,"","Not Reviewed","","","",2/6/2022 5:45:56 PM,215044052
"VCCE0475","Buena LUST site, Buena Labor Camp, Buena, WA","522-MW-16","MW-16","522-MW-16","BCL546","Measurement","Consultant, Professional","05/01/2019",16:23:00,"05/01/2019 16:23:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","2.99","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.4270649335536,-120.313423204496,789.07,,0.23,"FT",786.31,"Unknown",2.76,"BUENA LU, FS27377292, FS522","Reviewed","","","",8/8/2019 10:12:47 AM,210279869
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW10","MW10","VCCE0435-MW10","BJZ545","Measurement","Consultant, Professional","07/28/2017",12:15:00,"07/28/2017 12:15:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.75","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59239,-120.55712,,1173,,"",1160.25,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173272
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","03/07/2019",00:00:00,"03/07/2019 00:00:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.05","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",994.95,"+/- 10 ft (3 m)",5.05,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631748
"CD1906","Bay Chemical, Yakima, WA","CD1906-PZ-1","PZ-1","PZ-1","","Measurement","Consultant, Professional","06/04/2019",09:38:00,"06/04/2019 09:38:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","9.5","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56355066,-120.4869854,998,,3,"FT",991.5,"+/- 10 ft (3 m)",6.5,"","Not Reviewed","","","",8/14/2019 10:18:49 AM,210312067
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW13","MW13","FS26981244-MW13","BKL119","Measurement","Consultant, Professional","09/25/2018",,"09/25/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.74","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56831,-120.47393,,987,,"",979.26,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646774
"FS491","La Rosita Bakery","FS491-1","DP-1","FS491_DP-1","","Measurement","Consultant, Professional","05/01/2019",15:20:00,"05/01/2019 15:20:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.15","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3288700009421,-120.01991,749,749,,"",740.85,"+/- 1 ft (0.3 m)",,"","Not Reviewed","","","",8/7/2019 3:09:29 PM,210279782
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-03","SW-03","VCCE0442 MONITORING WELL SW-03","","Measurement","Consultant, Professional","05/16/2017",11:18:00,"05/16/2017 11:18:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.99","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557900009423,-119.90187,,805.34,,"",788.35,"",,"","Reviewed","","","",7/10/2017 12:12:00 PM,206363768
"VCCE0304","Jackpot 075, Yakima, WA","VCCE0304-MW01","MW01","VCCE0304_MW01","","Measurement","Consultant, Professional","06/21/2016",,"06/21/2016","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.16","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.6086220009417,-120.530638,1098.81,1097.5,,"",1085.34,"+/- 10 ft (3 m)",,"","Not Reviewed","","","",9/15/2016 8:49:20 AM,204789886
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_RW-03","RW-03","VCCE0442 MONITORING WELL RW-03","","Measurement","Consultant, Professional","02/13/2017",,"02/13/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","1.985","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558100009422,-119.9018,,806.61,,"",804.625,"",,"","Reviewed","","","",3/30/2017 2:40:08 PM,205911364
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_VW-02","VW-02","VCCE0442 MONITORING WELL VW-02","","Measurement","Consultant, Professional","08/17/2017",11:00:00,"08/17/2017 11:00:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.83","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557100009423,-119.90206,,805.53,,"",788.7,"",,"","Reviewed","","","",9/18/2017 12:26:16 PM,206592950
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_VW-01","VW-01","VCCE0442 MONITORING WELL VW-01","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.32","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556400009423,-119.90187,,805.61,,"",788.29,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497230
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MWG_2","MWG_2","FS469_MWG_2","","Measurement","Consultant, Professional","02/01/2016",08:30:00,"02/01/2016 08:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.9","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5845388888889,-120.5398,,1085.47,,"",1076.57,"",,"","Not Reviewed","","","",4/25/2016 2:05:17 PM,203808517
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-03","SW-03","VCCE0442 MONITORING WELL SW-03","","Measurement","Consultant, Professional","08/15/2016",10:34:00,"08/15/2016 10:34:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.93","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557900009423,-119.90187,,805.34,,"",787.41,"",,"","Reviewed","","","",10/14/2016 11:10:27 AM,204897407
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW10","MW10","FS26981244-MW10","BKY186","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.88","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56854,-120.47342,,987,,"",978.12,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646757
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB744","LYV-MW-017","LYV-MW-017","BKB744","MEASUREMENT","WA Dept of Ecology","01/24/2022",13:45:00,"01/24/2022 13:45:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","49.09","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3605249955861,-119.978995319693,944.33,944.33,,"",895.24,"",,"","Not Reviewed","","","",4/29/2022 1:04:34 PM,215238427
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","03/07/2019",00:00:00,"03/07/2019 00:00:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.06","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",997.94,"+/- 10 ft (3 m)",5.06,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631744
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW7","MW7","FS26981244-MW7","BKY190","Measurement","Consultant, Professional","12/04/2019",,"12/04/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.76","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56836,-120.47292,,986,,"",975.24,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643533
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW3","MW3","FS26981244-MW3","AEK287","Measurement","Consultant, Professional","12/20/2018",,"12/20/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.18","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5677057572765,-120.472854348822,955.6,991.02,,"",980.84,"Unknown",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646797
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB737","LYV-MW-001","LYV-MW-001","BKB737","MEASUREMENT","WA Dept of Ecology","04/04/2022",09:28:00,"04/04/2022 09:28:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","85.55","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4920687642608,-120.360808913282,,1036.7,,"",951.15,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104672
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-1","YMW-1","FS469_YMW-1","","Measurement","Consultant, Professional","11/06/2018",,"11/06/2018","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.25","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5850320240951,-120.539993895226,,1089.05,,"",1077.8,"",,"","Not Reviewed","","","",12/17/2018 1:10:26 PM,208624167
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW10","MW10","VCCE0435-MW10","BJZ545","Measurement","Consultant, Professional","02/01/2018",15:20:00,"02/01/2018 15:20:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.11","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59239,-120.55712,,1173,,"",1159.89,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173288
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MWG_2","MWG_2","FS469_MWG_2","","Measurement","Consultant, Professional","11/01/2021",,"11/01/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.95","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5845388888889,-120.5398,,1085.47,,"",1076.52,"",,"","Not Reviewed","","","",12/21/2021 1:38:28 PM,214943966
"AODE11193","Remedial Investigation for Comet Trailer Corp Site, Facility No. 503","AODE11193_MW7","AODE11193_MW7","Former Comet Trailer Area Five MW7","BCB697","Measurement","Consultant, Professional","02/22/2016",09:10:00,"02/22/2016 09:10:00","M","","TOC1","Groundwater","Water level in well (depth below top of well casing)","5.04","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.6465736248944,-120.528455185176,,1096.63,,"",1091.59,"",,"","Reviewed","","","",3/6/2018 5:09:50 PM,207295744
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","03/06/2018",09:16:00,"03/06/2018 09:16:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.29","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",994.71,"+/- 10 ft (3 m)",5.29,"","Not Reviewed","","","",3/23/2018 1:12:59 PM,207486976
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB744","LYV-MW-017","LYV-MW-017","BKB744","MEASUREMENT","WA Dept of Ecology","10/11/2021",16:18:00,"10/11/2021 16:18:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","44.82","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3605249955861,-119.978995319693,944.33,944.33,,"",899.51,"",,"","Not Reviewed","","","",2/6/2022 5:45:56 PM,215044058
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB737","LYV-MW-001","LYV-MW-001","BKB737","MEASUREMENT","WA Dept of Ecology","12/06/2021",12:43:00,"12/06/2021 12:43:00","","Field Replicate: LYV-QA-48","TOC1","Groundwater","Water level in well (depth below top of well casing)","86.26","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4920687642608,-120.360808913282,,1036.7,,"",950.44,"",,"","Not Reviewed","","","",2/6/2022 5:52:21 PM,215044957
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB730","LYV-MW-021","LYV-MW-021","BKB730","MEASUREMENT","WA Dept of Ecology","01/25/2022",14:02:00,"01/25/2022 14:02:00","","Field Replicate: LYV-QA-08","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.22","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2877156922476,-119.965731101725,719.17,719.17,,"",711.95,"",,"","Not Reviewed","","","",4/29/2022 1:04:34 PM,215238463
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB738","LYV-MW-003","LYV-MW-003","BKB738","MEASUREMENT","WA Dept of Ecology","01/18/2022",11:27:00,"01/18/2022 11:27:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","53.91","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4403030674629,-120.298801191475,912.91,912.91,,"",859,"",,"","Not Reviewed","","","",4/29/2022 1:04:34 PM,215238331
